sentence1,sentence2,label
试点创新企业在交易所发行上市的品种有哪些,试点创新企业的发行品种,1
边缘计算概念的股票有哪些,股票_（股份公司发行的所有权凭证）的业务内容的外文名,0
边缘计算概念的股票有哪些,边缘计算概念的股票的证券代码,0
边缘计算概念的股票有哪些,边缘计算概念的股票的公司名称,0
边缘计算概念的股票有哪些,边缘计算概念的股票,1
科创板设立地点,地点的对象的方法,0
科创板设立地点,地点的近义词的解释,0
科创板设立地点,科创板的设立地点的公司名称,0
科创板设立地点,科创板的设立地点,1
科创板重点支持哪些产业,产业的动力的外文名,0
科创板重点支持哪些产业,产业的包括的中文名,0
科创板重点支持哪些产业,产业的类型的种植面积,0
科创板重点支持哪些产业,科创板的支持产业,1
赵薇割韭菜，收到了证监会什么处罚,赵薇_（中国内地女演员、歌手、导演）的监制的类型,0
赵薇割韭菜，收到了证监会什么处罚,赵薇_（中国内地女演员、歌手、导演）的主演的监制,0
赵薇割韭菜，收到了证监会什么处罚,赵薇_（中国内地女演员、歌手、导演）的导演的监制,0
赵薇割韭菜，收到了证监会什么处罚,赵薇的处罚,1
期权集合竞价期间的即时行情内容包括什么,行情的内容,0
期权集合竞价期间的即时行情内容包括什么,行情的基本解释,0
期权集合竞价期间的即时行情内容包括什么,行情的服务内容的服务内容,0
期权集合竞价期间的即时行情内容包括什么,期权集合竞价的即时行情内容,1
认购期权的特点,特点的特指的中文名,0
认购期权的特点,特点的所处时代的民族族群,0
认购期权的特点,认购期权的中文名,0
认购期权的特点,认购期权的特点,1
立昂技术的股票代码,股票代码的类型的外文名,0
立昂技术的股票代码,股票代码的类型的上市时间,0
立昂技术的股票代码,股票代码的类型的中文名,0
立昂技术的股票代码,立昂技术的股票代码,1
多个国家宣布禁飞波音737 MAX 8飞机，影响的是哪国股价,波音737的机型的定义,0
多个国家宣布禁飞波音737 MAX 8飞机，影响的是哪国股价,波音737的发动机,0
多个国家宣布禁飞波音737 MAX 8飞机，影响的是哪国股价,波音737的简称的发动机,0
多个国家宣布禁飞波音737 MAX 8飞机，影响的是哪国股价,波音737_MAX_8飞机的产品的国家,1
A股纳入MSCI指数是什么时候,MSCI的中文名,0
A股纳入MSCI指数是什么时候,A股的包含,0
A股纳入MSCI指数是什么时候,A股的性质,0
A股纳入MSCI指数是什么时候,A股的纳入MSCI指数时间,1
MSCI新兴市场指数与中国相关的有哪些,MSCI新兴市场指数的中国相关,1
上市公司财务造假，监管机构最高罚款金额,监管机构的构成主体的外文名,0
上市公司财务造假，监管机构最高罚款金额,监管机构的构成主体的中文名,0
上市公司财务造假，监管机构最高罚款金额,监管机构的构成主体,0
上市公司财务造假，监管机构最高罚款金额,上市公司财务造假的最高罚款,1
银证转账的时间,时间_（事件过程长短和发生顺序的度量）的分类依据的余辉类种,0
银证转账的时间,银证转账的时间,1
银证转账的时间,银证转账的中文名,0
银证转账的时间,时间_（事件过程长短和发生顺序的度量）的适用领域范围的学科应用,0
股票在除权日当天名称前冠以什么字样,除权日的股票的名称,0
股票在除权日当天名称前冠以什么字样,除权日的就称为,0
股票在除权日当天名称前冠以什么字样,股票_（股份公司发行的所有权凭证）的业务内容的外文名,0
股票在除权日当天名称前冠以什么字样,除权的标识,1
除息的英文简写,英语_（语言）的游戏语种的发布日期,0
除息的英文简写,英语_（语言）的歌曲语言的单曲形式,0
除息的英文简写,英语_（语言）的歌曲语言的制作,0
除息的英文简写,除息的英文简写,1
上交所国债逆回购的起点金额,上交所国债逆回购的起点金额,1
上交所国债逆回购的起点金额,起点_（网站名称）的连载网站的首发网站,0
上交所国债逆回购的起点金额,起点_（网站名称）的所属文库的中文名,0
上交所国债逆回购的起点金额,起点_（网站名称）的连载进度的小说进度,0
信用账户销户条件,信用账户的投资者的unicode,0
信用账户销户条件,信用账户的也称的中文名,0
信用账户销户条件,信用账户的投资者的郑码,0
信用账户销户条件,信用账户的销户条件,1
上证有多少家上市公司,上市公司的类型,0
上证有多少家上市公司,上市公司的代表,0
上证有多少家上市公司,上市公司的股票,0
上证有多少家上市公司,上证的上市公司数量,1
上证的平均市盈率是多少,上海证券交易所的上市地的股票代码,0
上证的平均市盈率是多少,平均市盈率的属性的词义,0
上证的平均市盈率是多少,平均市盈率的性质,0
上证的平均市盈率是多少,上证的平均市盈率,1
上证的总流通股本是多少,上海证券交易所的上市地的股票代码,0
上证的总流通股本是多少,流通股本的属性,0
上证的总流通股本是多少,流通股本的属性的外文名,0
上证的总流通股本是多少,上证的总流通股本,1
上证的总流通市值是多少,流通市值的属于的歌曲语言,0
上证的总流通市值是多少,流通市值的包含的外文名,0
上证的总流通市值是多少,流通市值的属于,0
上证的总流通市值是多少,上证的总流通市值,1
上证的总股本是多少,上海证券交易所的上市地的股票代码,0
上证的总股本是多少,上海证券交易所的上市交易所的主办单位,0
上证的总股本是多少,上海证券交易所的上市市场的总会计师,0
上证的总股本是多少,上证的总流通市值,1
上证的总市值是多少,上海证券交易所的上市地的股票代码,0
上证的总市值是多少,上海证券交易所的上市交易所的主办单位,0
上证的总市值是多少,上海证券交易所的上市市场的总会计师,0
上证的总市值是多少,上证的总市值,1
深证有多少家上市公司,上市公司的面向,0
深证有多少家上市公司,上市公司的代表,0
深证有多少家上市公司,深证的总市值,0
深证有多少家上市公司,深证的上市公司数量,1
深证的平均市盈率是多少,平均市盈率的属性的词义,0
深证的平均市盈率是多少,平均市盈率的性质,0
深证的平均市盈率是多少,平均市盈率的属性的拼音,0
深证的平均市盈率是多少,深证的平均市盈率,1
深证的总流通市值是多少,流通市值的属于的歌曲语言,0
深证的总流通市值是多少,流通市值的包含的外文名,0
深证的总流通市值是多少,流通市值的属于,0
深证的总流通市值是多少,深证的总流通市值,1
深证的总市值是多少,深证的上市证券数,0
深证的总市值是多少,深证的上市公司数量,0
深证的总市值是多少,深证的平均市盈率,0
深证的总市值是多少,深证的总市值,1
深证上市证券数,上市证券的中文名,0
深证上市证券数,深证的总流通市值,0
深证上市证券数,上市证券的类型,0
深证上市证券数,深证的上市证券数,1
深证主板上市公司数,上市公司的类型的主营业务,0
深证主板上市公司数,上市公司的主体的别名,0
深证主板上市公司数,上市公司的主体的外文名,0
深证主板上市公司数,深证主板的上市公司数,1
深证中小板上市公司数,上市公司的代表,0
深证中小板上市公司数,上市公司的公司性质的证劵名称,0
深证中小板上市公司数,上市公司的股票,0
深证中小板上市公司数,深证中小板的上市公司数,1
深证创业板上市公司数,深证的上市公司数量,0
深证创业板上市公司数,深证的总市值,0
深证创业板上市公司数,创业板上市公司的中文名,0
深证创业板上市公司数,深证创业板的上市公司数,1
公开发行上市对企业有什么风险,企业的分类的形式,0
公开发行上市对企业有什么风险,企业的角度的中文名,0
公开发行上市对企业有什么风险,企业的面向的外文名,0
公开发行上市对企业有什么风险,上市的风险,1
公开发行上市对企业有什么约束,企业的对象的反映现状,0
公开发行上市对企业有什么约束,企业的分类的形式,0
公开发行上市对企业有什么约束,企业的角度的中文名,0
公开发行上市对企业有什么约束,上市的约束,1
国债回购证券代码首四位,四位的属性的含义,0
国债回购证券代码首四位,四位的显示方式的功耗,0
国债回购证券代码首四位,四位的代指的代指,0
国债回购证券代码首四位,国债回购的证券代码首四位,1
小米上市地点,小米_（禾本科狗尾草属一年生草本）的组成,0
小米上市地点,小米_（禾本科狗尾草属一年生草本）的是否含防腐剂的五笔,0
小米上市地点,小米_（禾本科狗尾草属一年生草本）的下载平台的最新版本,0
小米上市地点,小米的上市地点,1
小米发行价,发行价的应用的软件平台,0
小米发行价,小米_（禾本科狗尾草属一年生草本）的是否含防腐剂的五笔,0
小米发行价,小米_（禾本科狗尾草属一年生草本）的小吃的村级区划单位,0
小米发行价,小米的发行价,1
道氏理论有哪三个核心思想,道氏理论的装帧的类别,0
道氏理论有哪三个核心思想,道氏理论的装帧的中文名,0
道氏理论有哪三个核心思想,道氏理论的相当于的首先,0
道氏理论有哪三个核心思想,道氏理论的核心思想,1
小米的承销商,小米_（禾本科狗尾草属一年生草本）的是否含防腐剂的五笔,0
小米的承销商,承销商的含义,0
小米的承销商,承销商的组成的中文名,0
小米的承销商,小米的承销商,1
小米的创始人,小米_（禾本科狗尾草属一年生草本）的组成,0
小米的创始人,小米_（小米公司）的主要食材,0
小米的创始人,小米_（禾本科狗尾草属一年生草本）的下载平台的最新版本,0
小米的创始人,小米的创始人,1
比特币的创始人是谁,比特币_（中信出版社出版图书）的isbn,0
比特币的创始人是谁,比特币的创始人的中文名,0
比特币的创始人是谁,比特币的特点,0
比特币的创始人是谁,比特币的创始人,1
比特币的特征,比特币_（中信出版社出版图书）的isbn,0
比特币的特征,btc_（比特币）的类似,0
比特币的特征,比特币的发明者的外文名,0
比特币的特征,比特币的特征,1
九大对冲基金公司,九大对冲基金公司的相关公司,1
2019年全球富豪榜榜首的是,榜首的简称,0
2019年全球富豪榜榜首的是,榜首的简称的中文名,0
2019年全球富豪榜榜首的是,榜首的简称的类别,0
2019年全球富豪榜榜首的是,福布斯全球富豪榜的榜首,1
2019年全球品牌500强榜首是哪个国家的,国家的的背景的特点,0
2019年全球品牌500强榜首是哪个国家的,国家的的单位的中文名,0
2019年全球品牌500强榜首是哪个国家的,国家的的单位,0
2019年全球品牌500强榜首是哪个国家的,全球品牌价值500强的榜首的国家,1
港股通交易的最大手数,港股通_（沪港通中的港股通）的类属的外文名,0
港股通交易的最大手数,港股通_（沪港通中的港股通）的结算银行,0
港股通交易的最大手数,港股通_（沪港通中的港股通）的外文名,0
港股通交易的最大手数,港股通的最大交易手数,1
港股通股票暂停交易的情况,港股通_（沪港通中的港股通）的类属的外文名,0
港股通股票暂停交易的情况,股票_（股份公司发行的所有权凭证）的业务内容的外文名,0
港股通股票暂停交易的情况,港股通_（沪港通中的港股通）的结算银行,0
港股通股票暂停交易的情况,港股通的暂停交易情况,1
债券质押式回购的风险,风险_（美国DC漫画角色）的性别的四角号码,0
债券质押式回购的风险,风险_（汉语词语）的组成部分的目的,0
债券质押式回购的风险,风险_（美国DC漫画角色）的性别的仓颉,0
债券质押式回购的风险,债券质押式回购的风险,1
300017的员工人数,员工的职业的别名,0
300017的员工人数,员工的职业的性别,0
300017的员工人数,员工的包括的外文名,0
300017的员工人数,300017的股票代码的员工人数,1
布丁股份董事长的年龄,董事长_（总裁）的法人代表的前身,0
布丁股份董事长的年龄,董事长_（总裁）的身份的登场作品,0
布丁股份董事长的年龄,董事长_（总裁）的所任职务的所属行业,0
布丁股份董事长的年龄,布丁股份的董事长的年龄,1
新股申购的条件,条件_（汉语词语）的属性的外文名,0
新股申购的条件,条件_（汉语词语）的分类,0
新股申购的条件,新股申购的属于的中文名,0
新股申购的条件,新股申购的条件,1
指定交易有何优点,优点_（汉语词汇）的第三条,0
指定交易有何优点,优点_（一款手机app）的上线时间,0
指定交易有何优点,优点_（汉语词汇）的第一条的第三条,0
指定交易有何优点,指定交易的优点,1
香港联交所是哪四家合并而成的,香港联合交易所有限公司的上市地点的成立时间,0
香港联交所是哪四家合并而成的,香港联合交易所有限公司的中文名,0
香港联交所是哪四家合并而成的,香港联合交易所有限公司的单位,0
香港联交所是哪四家合并而成的,香港联交所的组成,1
股票质押式回购业务优势,优势的类别的中文名,0
股票质押式回购业务优势,优势的注音,0
股票质押式回购业务优势,优势的内容二的中文名,0
股票质押式回购业务优势,股票质押式回购的优势,1
什么情况下会被暂停上市,情况的包括的含义,0
什么情况下会被暂停上市,情况的近义词的中文名,0
什么情况下会被暂停上市,情况的产生的中文名,0
什么情况下会被暂停上市,被暂停上市的情况,1
什么情况下会被终止上市,情况的包括的含义,0
什么情况下会被终止上市,情况的近义词的中文名,0
什么情况下会被终止上市,情况的产生的中文名,0
什么情况下会被终止上市,被终止上市的情况,1
股票质押式回购业务的融资期限,融资期限的外文名,0
股票质押式回购业务的融资期限,股票质押式回购业务的融资期限,1
股票质押式回购业务的融资期限,融资期限的中文名,0
基金公司有哪些,基金公司的中文名,0
基金公司有哪些,基金公司的主体,0
基金公司有哪些,基金公司的全称的拥有,0
基金公司有哪些,基金公司的相关公司,1
维持担保比例计算公式,计算公式的分类的中文名,0
维持担保比例计算公式,计算公式的类型的原本是,0
维持担保比例计算公式,计算公式的方式,0
维持担保比例计算公式,维持担保比例的公式,1
约定购回式证券交易的交易时间,交易时间的中文名称,0
约定购回式证券交易的交易时间,约定购回式证券交易的参与条件,0
约定购回式证券交易的交易时间,交易时间的专长的活跃时期,0
约定购回式证券交易的交易时间,约定购回式证券的交易时间,1
存托凭证以人民币还是外币计价,存托凭证的又称,0
存托凭证以人民币还是外币计价,存托凭证的性质的属性,0
存托凭证以人民币还是外币计价,存托凭证的中文名,0
存托凭证以人民币还是外币计价,存托凭证的计价货币,1
证监会的全称是,中国证券监督管理委员会的设立单位,0
证监会的全称是,中国证券监督管理委员会的发文机构,0
证监会的全称是,证监会的主席,0
证监会的全称是,证监会的全称,1
短期国债的偿还期限,短期国债的偿还期限,1
短期国债的偿还期限,短期国债的国家的所属洲,0
短期国债的偿还期限,短期国债的分类,0
短期国债的偿还期限,短期国债的类别的领域,0
深港股票市场交易互联互通机制是什么的全称,全称的作品出处的作品别名,0
深港股票市场交易互联互通机制是什么的全称,全称的作品出处的作品名称,0
深港股票市场交易互联互通机制是什么的全称,全称的作品出处的文学体裁,0
深港股票市场交易互联互通机制是什么的全称,深港股票市场交易互联互通机制的全称,1
沪港通是什么的简称,沪港通的重要意义,0
沪港通是什么的简称,沪港通的标的股票范围,0
沪港通是什么的简称,沪台通的中文名,0
沪港通是什么的简称,沪港通的简称,1
什么是产品三要素,产品的核心的外文名,0
什么是产品三要素,产品的类型的产地,0
什么是产品三要素,产品的主要应用的优点,0
什么是产品三要素,产品的三要素,1
深交所封闭式证券投资基金证券代码的编制原则,原则_（汉语词语）的类型的原则,0
深交所封闭式证券投资基金证券代码的编制原则,原则_（汉语词语）的范围,0
深交所封闭式证券投资基金证券代码的编制原则,原则_（汉语词语）的包含,0
深交所封闭式证券投资基金证券代码的编制原则,深交所封闭式证券投资基金证券代码的编制原则,1
约定购回的警戒线,警戒线_（傅华阳执导电视剧）的制片人的民族,0
约定购回的警戒线,警戒线_（汉语词语）的解释,0
约定购回的警戒线,警戒线_（傅华阳执导电视剧）的主演,0
约定购回的警戒线,约定购回的警戒线,1
约定购回的处置线,线_（汉字）的用处的普通样式,0
约定购回的处置线,线_（维多利亚·希斯洛普同名小说）的据的据,0
约定购回的处置线,线_（维多利亚·希斯洛普同名小说）的据,0
约定购回的处置线,约定购回的处置线,1
开立信用账户要求客户有多久的证券交易经验,有多久的软件语言的使用人数,0
开立信用账户要求客户有多久的证券交易经验,开立信用账户的证券经验要求,1
开立信用账户要求客户有多久的证券交易经验,有多久的软件语言的主要分支,0
开立信用账户要求客户有多久的证券交易经验,有多久的软件大小,0
公开发行公司债券的条件,公司债券的全称,0
公开发行公司债券的条件,公司债券的类型,0
公开发行公司债券的条件,公司债券的适用,0
公开发行公司债券的条件,公司债券的发行条件,1
上交所可转债债转股数量规定,数量的类型的计算途径,0
上交所可转债债转股数量规定,数量的对象的对应,0
上交所可转债债转股数量规定,数量的内容1的内容1,0
上交所可转债债转股数量规定,上交所可转债债转的数量规定,1
可转债债转股的规则,可转债债转股的规则,1
港股交收制度,制度的分类的文号,0
港股交收制度,制度的规定内容的地位,0
港股交收制度,制度的内容的内容,0
港股交收制度,港股的交收制度,1
A股交收制度,A股的交易品种的中文名,0
A股交收制度,A股的深市总市值,0
A股交收制度,A股的包含,0
A股交收制度,A股的交收制度,1
日K线是红色代表什么意思,红色_（2014年张鲁一、陶虹主演电视剧）的眼睛颜色的英语配音,0
日K线是红色代表什么意思,红色_（2014年张鲁一、陶虹主演电视剧）的制片地区的车牌代码,0
日K线是红色代表什么意思,红色_（2014年张鲁一、陶虹主演电视剧）的品质的性别,0
日K线是红色代表什么意思,日K线的红色含义,1
购买开放式基金的条件,条件_（汉语词语）的分类,0
购买开放式基金的条件,购买开放式基金的条件,1
购买开放式基金的条件,条件_（汉语词语）的对象的结构,0
购买开放式基金的条件,条件_（汉语词语）的类别的适用者,0
基金的运作方式有哪些,基金的应用学科的含义,0
基金的运作方式有哪些,基金的主营的所属,0
基金的运作方式有哪些,基金的构成,0
基金的运作方式有哪些,基金的运作方式,1
基金的报价单位,基金的应用学科的含义,0
基金的报价单位,报价单位的内容包括,0
基金的报价单位,基金的服务的服务,0
基金的报价单位,基金的报价单位,1
封闭式基金的认购方式有哪些,方式_（汉语词语）的要素的分析基础,0
封闭式基金的认购方式有哪些,方式_（R.S.托马斯创作诗歌）的类别,0
封闭式基金的认购方式有哪些,方式_（汉语词语）的根据,0
封闭式基金的认购方式有哪些,封闭式基金的认购方式,1
深圳ETF基金卖出后资金什么时候到账,基金的主营的所属,0
深圳ETF基金卖出后资金什么时候到账,基金的性质的基金成立日,0
深圳ETF基金卖出后资金什么时候到账,基金的本质的本质,0
深圳ETF基金卖出后资金什么时候到账,深圳ETF的到账时间,1
基金分红方式有哪些,基金分红方式的定义,0
基金分红方式有哪些,基金分红方式的默认选择,0
基金分红方式有哪些,基金分红方式的中文名,0
货币基金的特点,货币基金的用途的所属公司,0
货币基金的特点,特点的特指的中文名,0
货币基金的特点,货币基金的应用学科的英文缩写,0
货币基金的特点,货币基金的特点,1
基金的交易时间,交易时间的中文名称,0
基金的交易时间,交易时间的主持人的出生日期,0
基金的交易时间,交易时间的属于的属于,0
基金的交易时间,基金的交易时间,1
基金分红有哪些条件,基金分红的方式的分红种类,0
基金分红有哪些条件,条件_（汉语词语）的分类,0
基金分红有哪些条件,基金分红的方式的支付,0
基金分红有哪些条件,基金分红的条件,1
基金开户支持哪些证件类型,基金开户的方法,0
基金开户支持哪些证件类型,基金开户的方法的相关法律,0
基金开户支持哪些证件类型,基金开户的方法的经营业务,0
基金开户支持哪些证件类型,基金开户的证件类型,1
开放式基金的类型有哪些,类型典型的分类标准,0
开放式基金的类型有哪些,类型_（技术名词）的类型的其它译名,0
开放式基金的类型有哪些,开放式基金的国家的国家领袖,0
开放式基金的类型有哪些,开放式基金的类型,1
基金认购的收费模式,模式_（汉语词语）的四要素的指出人,0
基金认购的收费模式,模式_（设计词汇）的要素的注音,0
基金认购的收费模式,模式_（汉语词语）的属性,0
基金认购的收费模式,基金认购的收费模式,1
可以T+0交易的基金有哪些,基金的应用学科的含义,0
可以T+0交易的基金有哪些,基金的主营的所属,0
可以T+0交易的基金有哪些,即市交易的别名,0
可以T+0交易的基金有哪些,基金的T+0,1
可以实现T+0交易的货币基金产品有哪些,货币基金的用途,0
可以实现T+0交易的货币基金产品有哪些,货币基金的T+0,1
可以实现T+0交易的货币基金产品有哪些,货币基金的应用学科的外文名,0
可以实现T+0交易的货币基金产品有哪些,即市交易的别名,0
索罗斯经典名言,乔治·索罗斯的人物的中文名,0
索罗斯经典名言,乔治·索罗斯的开创者的中文名,0
索罗斯经典名言,乔治·索罗斯的提出者的外文名,0
索罗斯经典名言,索罗斯的经典名言,1
索罗斯狙击香港发生在什么时候,索罗斯狙击香港的发生时间,1
量化基金之王是,量化基金之王的荣誉,1
《金融炼金术》一书的作者是,金融炼金术的译者的国籍,0
《金融炼金术》一书的作者是,金融炼金术的代表作品的职业,0
《金融炼金术》一书的作者是,金融炼金术的代表作品的外文名,0
《金融炼金术》一书的作者是,《金融炼金术》的作者,1
股神的主要成就,股神_（《股神》网络大电影）的制片地区的主要民族,0
股神的主要成就,股神_（《股神》网络大电影）的主演的国籍,0
股神的主要成就,股神_（《股神》网络大电影）的监制的主要成就,0
股神的主要成就,股神的别名的主要成就,1
提出婴儿底的是哪一位,婴儿底的观点的性别,0
提出婴儿底的是哪一位,婴儿底的别名,0
提出婴儿底的是哪一位,婴儿底的观点,1
提出婴儿底的是哪一位,婴儿底的观点的国籍,0
沪指2850点被称为什么底,沪指2850的别名,1
《华尔街之狼》原型是谁,华尔街之狼_（美国2013年马丁·斯科塞斯导演电影）的导演,0
《华尔街之狼》原型是谁,华尔街之狼_（美国2013年马丁·斯科塞斯导演电影）的类型的讲述,0
《华尔街之狼》原型是谁,华尔街之狼_（美国2013年马丁·斯科塞斯导演电影）的类型的注音,0
《华尔街之狼》原型是谁,《华尔街之狼》的原型,1
壁虎式投资法是谁提出的,壁虎式投资法的概念,0
壁虎式投资法是谁提出的,壁虎式投资法的中文名,0
壁虎式投资法是谁提出的,壁虎式投资法的开创者,1
壁虎式投资法是谁提出的,壁虎式投资法的中文译名,0
詹森指数是谁提出的,詹森指数的开创者的国籍,0
詹森指数是谁提出的,詹森指数的开创者的职业,0
詹森指数是谁提出的,詹森指数的公式,0
詹森指数是谁提出的,詹森指数的开创者,1
詹森指数的公式,公式_（汉语词汇）的类别的概述,0
詹森指数的公式,公式_（汉语词汇）的类别的解释,0
詹森指数的公式,詹森指数的开创者的国籍,0
詹森指数的公式,詹森指数的公式,1
电影《猫鼠游戏》讲诉了一个诈骗天才从FBI历史上最年轻的通缉犯到FBI金融安全顾问的故事，该角色的原型是,妙警贼探的类型的注释,0
电影《猫鼠游戏》讲诉了一个诈骗天才从FBI历史上最年轻的通缉犯到FBI金融安全顾问的故事，该角色的原型是,妙警贼探的编剧的职业,0
电影《猫鼠游戏》讲诉了一个诈骗天才从FBI历史上最年轻的通缉犯到FBI金融安全顾问的故事，该角色的原型是,妙警贼探的类型的讲述,0
电影《猫鼠游戏》讲诉了一个诈骗天才从FBI历史上最年轻的通缉犯到FBI金融安全顾问的故事，该角色的原型是,猫鼠游戏的原型,1
巴菲特的投资名言,投资名言的中文名,0
巴菲特的投资名言,投资名言的出生日期,0
巴菲特的投资名言,巴菲特的投资名言,1
巴菲特的投资名言,沃伦·巴菲特的中文名,0
巴菲特午餐是从哪年开始拍卖的,巴菲特午餐的类别的基本解释,0
巴菲特午餐是从哪年开始拍卖的,巴菲特午餐的国家的人口密度,0
巴菲特午餐是从哪年开始拍卖的,巴菲特午餐的国家的人均gdp,0
巴菲特午餐是从哪年开始拍卖的,巴菲特午餐的起始年份,1
华尔街的铜牛雕像身长是,身长的包括的包括,0
华尔街的铜牛雕像身长是,身长的包括的中文名,0
华尔街的铜牛雕像身长是,身长的包括的意义,0
华尔街的铜牛雕像身长是,华尔街的铜牛雕像的身长,1
青岛啤酒的监事会主席,青岛啤酒的财务总监,0
青岛啤酒的监事会主席,青岛啤酒的执行董事的职业,0
青岛啤酒的监事会主席,青岛啤酒的董事会秘书的出生日期,0
青岛啤酒的监事会主席,青岛啤酒的监事会主席,1
青岛啤酒的总裁,青岛啤酒的财务总监,0
青岛啤酒的总裁,青岛啤酒的股东的总部地点,0
青岛啤酒的总裁,青岛啤酒的法人的职业,0
青岛啤酒的总裁,青岛啤酒的总裁,1
青岛啤酒的董事会秘书,青岛啤酒的执行董事的中文名,0
青岛啤酒的董事会秘书,青岛啤酒的执行董事的职业,0
青岛啤酒的董事会秘书,青岛啤酒的董事会秘书的出生日期,0
青岛啤酒的董事会秘书,青岛啤酒的董事会秘书,1
青岛啤酒的董事长,青岛啤酒的执行董事的中文名,0
青岛啤酒的董事长,青岛啤酒的执行董事的职业,0
青岛啤酒的董事长,青岛啤酒的董事长的中文名,0
青岛啤酒的董事长,青岛啤酒的董事长,1
青岛啤酒的副总裁,青岛啤酒的财务总监,0
青岛啤酒的副总裁,青岛啤酒[600600]的副作用,0
青岛啤酒的副总裁,青岛啤酒的股东的总部地点,0
青岛啤酒的副总裁,青岛啤酒的副总裁,1
青岛啤酒的执行董事,青岛啤酒的执行董事的中文名,0
青岛啤酒的执行董事,青岛啤酒的执行董事的职业,0
青岛啤酒的执行董事,青岛啤酒的董事长的中文名,0
青岛啤酒的执行董事,青岛啤酒的执行董事,1
青岛啤酒的股东监事,青岛啤酒的监事会主席,0
青岛啤酒的股东监事,青岛啤酒的职工监事的中文名,0
青岛啤酒的股东监事,青岛啤酒的股东,0
青岛啤酒的股东监事,青岛啤酒的股东监事,1
青岛啤酒的非执行董事,青岛啤酒的执行董事的中文名,0
青岛啤酒的非执行董事,青岛啤酒的执行董事的职业,0
青岛啤酒的非执行董事,青岛啤酒的董事长的中文名,0
青岛啤酒的非执行董事,青岛啤酒的非执行董事,1
青岛啤酒的独立董事,青岛啤酒的执行董事的中文名,0
青岛啤酒的独立董事,青岛啤酒的独立董事的职业,0
青岛啤酒的独立董事,青岛啤酒的董事长的中文名,0
青岛啤酒的独立董事,青岛啤酒的独立董事,1
青岛啤酒的总会计师,青岛啤酒的财务总监,0
青岛啤酒的总会计师,青岛啤酒的董事会秘书的出生日期,0
青岛啤酒的总会计师,青岛啤酒的监事会主席,0
青岛啤酒的总会计师,青岛啤酒的总会计师,1
青岛啤酒的职工监事,青岛啤酒的财务总监,0
青岛啤酒的职工监事,青岛啤酒的独立董事的职业,0
青岛啤酒的职工监事,青岛啤酒的监事会主席,0
青岛啤酒的职工监事,青岛啤酒的职工监事,1
青岛啤酒的财务总监,青岛啤酒的财务总监,1
青岛啤酒的财务总监,青岛啤酒的监事会主席,0
青岛啤酒的财务总监,青岛啤酒的客户的总部地点,0
青岛啤酒的财务总监,青岛啤酒的股东,0
青岛啤酒的股东有,青岛啤酒的非执行董事,0
青岛啤酒的股东有,青岛啤酒的股东的总部地点,0
青岛啤酒的股东有,青岛啤酒的法人,0
青岛啤酒的股东有,青岛啤酒的股东,1
中国建银投资有限责任公司是哪些上市公司的股东,中国建银投资有限责任公司的股东的公司代码,0
中国建银投资有限责任公司是哪些上市公司的股东,中国建银投资有限责任公司的股东的铁路,0
中国建银投资有限责任公司是哪些上市公司的股东,中国建银投资有限责任公司的股东的交易所,0
中国建银投资有限责任公司是哪些上市公司的股东,中国建银投资有限责任公司的股东,1
在青岛啤酒持股1.3%的是哪家,1.3%的持股,0
在青岛啤酒持股1.3%的是哪家,青岛啤酒的股东的总部地点,0
在青岛啤酒持股1.3%的是哪家,青岛啤酒[600600]的是否含防腐剂的释义,0
在青岛啤酒持股1.3%的是哪家,青岛啤酒的1.3%的股东的持股,1
风险警示股票有哪些,股票_（股份公司发行的所有权凭证）的分类的又称,0
风险警示股票有哪些,股票_（股份公司发行的所有权凭证）的实指的外文名,0
风险警示股票有哪些,股票_（股份公司发行的所有权凭证）的业务内容的外文名,0
风险警示股票有哪些,股票的风险警示,1
上海市场大宗交易的条件,大宗交易的法律文件,0
上海市场大宗交易的条件,大宗交易的外文名,0
上海市场大宗交易的条件,大宗交易的法律文件的实施日期,0
上海市场大宗交易的条件,上海市场的大宗交易条件,1
深圳市场大宗交易的条件,大宗交易的法律文件,0
深圳市场大宗交易的条件,大宗交易的外文名,0
深圳市场大宗交易的条件,大宗交易的法律文件的实施日期,0
深圳市场大宗交易的条件,深圳市场的大宗交易条件,1
广发证券有哪些融资类业务,广发证券的龙头股的龙头股,0
广发证券有哪些融资类业务,广发证券股份有限公司的托管银行的基金类型,0
广发证券有哪些融资类业务,广发证券股份有限公司的托管银行的基金管理费,0
广发证券有哪些融资类业务,广发证券的融资类业务,1
广发证券的客服电话,广发证券股份有限公司的托管银行的基金托管费,0
广发证券的客服电话,广发证券股份有限公司的托管银行的基金管理费,0
广发证券的客服电话,广发证券股份有限公司的开发商的软件名称,0
广发证券的客服电话,广发证券的客服电话,1
个股期权的合约类型,个股期权的合约要素,0
个股期权的合约类型,类型典型的论述的中文名,0
个股期权的合约类型,类型典型的影响因素的影响因素,0
个股期权的合约类型,个股期权的合约类型,1
个股期权的交割方式,交割方式的相关领域的中文名,0
个股期权的交割方式,个股期权的合约要素,0
个股期权的交割方式,交割方式的相关领域的性质,0
个股期权的交割方式,个股期权的交割方式,1
个股期权价格变动的影响因素有哪些,个股期权价格变动的影响因素,1
个股期权合约要素,要素的副标题的定价,0
个股期权合约要素,要素的副标题的副标题,0
个股期权合约要素,要素的副标题的出版社,0
